date,code,title,price,market_cap,number_of_investors,number_of_shares
2020-09-23,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.007919,11764436.42,576.0,11672002.0
2020-09-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.012243,11335696.35,572.0,11198597.0
2020-09-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.895738,130661103.55,2281.0,68923603.0
2020-09-25,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.017934,11699602.55,573.0,11493475.0
2020-09-25,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.871565,126742887.57,2259.0,67720254.0
2020-09-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.026669,11751292.66,586.0,11446033.0
2020-09-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.853722,123918243.25,2257.0,66848358.0
2020-09-29,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.886198,126064101.3,2256.0,66835041.0
2020-09-29,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.041953,11706000.98,587.0,11234668.0
2020-09-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.051385,11976552.19,600.0,11391213.0
2020-09-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.910101,125828411.32,2259.0,65875250.0
2020-10-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.06491,12312560.64,628.0,11562064.0
2020-10-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.889348,126925341.51,2228.0,67179454.0
2020-10-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.914817,125662960.33,2224.0,65626620.0
2020-10-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.055601,13050397.46,659.0,12363007.0
2020-10-05,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.904291,124822847.74,2219.0,65548213.0
2020-10-05,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.056916,13752017.52,687.0,13011462.0
2020-10-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.895305,123374685.14,2202.0,65094913.0
2020-10-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.074521,14336337.97,718.0,13342076.0
2020-10-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.926824,124850345.51,2182.0,64795929.0
2020-10-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.072764,15161111.17,755.0,14132760.0
2020-10-08,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.918948,123059458.56,2145.0,64128616.0
2020-10-08,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.073799,17360713.75,796.0,16167559.0
2020-10-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.071037,18212522.23,809.0,17004576.0
2020-10-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.947021,120011792.13,2137.0,61638665.0
2020-10-12,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.982766,121626104.23,2120.0,61341637.0
2020-10-12,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.079926,18198006.08,823.0,16851162.0
2020-10-13,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.095514,20029465.22,868.0,18283167.0
2020-10-13,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.973061,118090234.88,2092.0,59851276.0
2020-10-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.102871,21604545.49,891.0,19589367.0
2020-10-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.96338,113266604.98,2086.0,57689610.0
2020-10-15,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.953917,110608387.4,2077.0,56608531.0
2020-10-15,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.102839,22356897.09,907.0,20272139.0
2020-10-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.946768,109986768.92,2060.0,56497099.0
2020-10-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.104831,22922568.1,941.0,20747573.0
2020-10-19,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.988297,112266772.0,2048.0,56463793.0
2020-10-19,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.10897,23428620.16,965.0,21126474.0
2020-10-20,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.136067,24296414.63,995.0,21386430.0
2020-10-20,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.975121,111045549.97,2031.0,56222155.0
2020-10-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.142288,24549733.67,1049.0,21491714.0
2020-10-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.968644,107703962.61,2020.0,54709732.0
2020-10-22,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.153007,26202784.73,1107.0,22725609.0
2020-10-22,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.962115,106578190.82,2018.0,54318028.0
2020-10-23,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.153792,27416592.27,1155.0,23762154.0
2020-10-23,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.96889,106983934.41,2015.0,54337172.0
2020-10-26,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.152919,28430945.87,1202.0,24659975.0
2020-10-26,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.989781,107475021.81,2017.0,54013494.0
2020-10-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.102001,29274741.88,1248.0,26565070.0
2020-10-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.006186,107966420.92,2016.0,53816752.0
2020-10-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.030923,109099216.29,2019.0,53719043.0
2020-10-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.12269,30545742.71,1244.0,27207630.0
2020-10-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.03083,117421849.56,2040.0,57819633.0
2020-10-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.105931,31252532.39,1227.0,28259014.0
2020-11-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.037011,120722079.8,2050.0,59264338.0
2020-11-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.080767,29905047.54,1239.0,27670203.0
2020-11-03,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.107074,31145635.37,1222.0,28133302.0
2020-11-03,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.06687,129062568.14,2064.0,62443475.0
2020-11-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.113819,32895274.0,1234.0,29533764.0
2020-11-04,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.091413,130282677.47,2091.0,62294103.0
2020-11-05,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.089579,130804348.86,2110.0,62598430.0
2020-11-05,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.134282,34282730.86,1256.0,30224166.0
2020-11-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.140996,35193910.64,1281.0,30844906.0
2020-11-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.115963,132892982.03,2130.0,62804974.0
2020-11-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.153868,36134216.22,1295.0,31315737.0
2020-11-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.159633,134806241.09,2151.0,62420914.0
2020-11-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.087564,131046975.93,2128.0,62775084.0
2020-11-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.177609,37978061.07,1314.0,32250156.0
2020-11-11,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.024723,123269982.38,2133.0,60882383.0
2020-11-11,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.18482,38609233.57,1325.0,32586591.0
2020-11-12,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.18864,38598103.47,1342.0,32472501.0
2020-11-12,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.953189,99107330.5,2133.0,50741295.0
2020-11-13,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.165984,37659618.37,1359.0,32298561.0
2020-11-13,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.899482,96582535.82,2095.0,50846788.0
2020-11-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.182456,35585586.11,1348.0,30094638.0
2020-11-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.871498,87779308.66,2073.0,46903228.0
2020-11-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.871498,87779308.66,2073.0,46903228.0
2020-11-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.182456,35585586.11,1348.0,30094638.0
2020-11-17,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.891601,87523919.84,2076.0,46269748.0
2020-11-17,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.180928,33459951.73,1356.0,28333600.0
2020-11-18,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.902489,87689703.33,2079.0,46092088.0
2020-11-18,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.16069,32974198.23,1343.0,28409130.0
2020-11-19,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.186443,31013026.96,1330.0,26139505.0
2020-11-19,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.890883,84308121.36,2069.0,44586633.0
2020-11-20,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.860692,82827400.69,2064.0,44514309.0
2020-11-20,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.192279,31713085.92,1324.0,26598711.0
2020-11-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.209263,30947438.78,1347.0,25591986.0
2020-11-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.884937,86115523.18,2069.0,45686161.0
2020-11-25,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.227417,30141750.5,1348.0,24557067.0
2020-11-25,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.875386,85739366.7,2058.0,45718244.0
2020-11-26,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.235639,30293808.78,1350.0,24516723.0
2020-11-26,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.872009,85837031.65,2050.0,45852895.0
2020-11-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.253762,30598743.52,1371.0,24405546.0
2020-11-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.861838,84790367.35,2036.0,45541209.0
2020-11-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.250524,29971061.36,1385.0,23966796.0
2020-11-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.839295,82973589.53,2026.0,45111635.0
2020-12-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.220514,30419411.15,1415.0,24923448.0
2020-12-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.801029,80413254.89,2006.0,44648512.0
2020-12-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.250919,31075880.46,1415.0,24842438.0
2020-12-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.836156,79611633.31,2016.0,43357770.0
2020-12-03,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.253272,31483354.65,1449.0,25120929.0
2020-12-03,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,1.848201,82562278.65,2010.0,44671692.0
2020-12-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.268864,33319754.35,1479.0,26259524.0
